segment_id,segment_name,district,midpoint_latitude,midpoint_longitude,time_period,representative_hour,is_weekend,distance_m,estimated_travel_time_s,model_risk_score,model_risk_band,confidence_score,confidence_level,data_quality_score,confidence_adjusted_risk,base_travel_time_s,risk_penalty_s,routing_cost,route_priority,lighting_score,cctv_coverage_score,contextual_footfall_proxy,distance_to_police_m,distance_to_hospital_m,nearest_hotspot_distance_m,nearest_hotspot_intensity
1007,Saket to Malviya Nagar,South,28.5252,77.2085,Evening,19,1,800,64,27.29,Moderate,32.93,Low,0.0,22.71,64,29.07,93.07,Acceptable,62,46,883.0,386.5957417438957,426.9970294730797,2494.806089157192,79.0
1007,Saket to Malviya Nagar,South,28.5252,77.2085,Night,23,0,800,64,37.04,Moderate,36.45,Low,0.0,31.15,64,39.88,103.88,Acceptable,62,46,309.05,386.5957417438957,426.9970294730797,2494.806089157192,79.0
1007,Saket to Malviya Nagar,South,28.5252,77.2085,Night,23,1,800,64,37.1,Moderate,36.47,Low,0.0,31.21,64,39.94,103.94,Acceptable,62,46,309.05,386.5957417438957,426.9970294730797,2494.806089157192,79.0
1007,Saket to Malviya Nagar,South,28.5252,77.2085,Late Night,2,0,800,64,39.46,Moderate,37.09,Low,0.0,33.25,64,42.57,106.57,Acceptable,62,46,176.6,386.5957417438957,426.9970294730797,2494.806089157192,79.0
1007,Saket to Malviya Nagar,South,28.5252,77.2085,Late Night,2,1,800,64,39.51,Moderate,37.11,Low,0.0,33.3,64,42.62,106.62,Acceptable,62,46,176.6,386.5957417438957,426.9970294730797,2494.806089157192,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Morning,8,0,2600,208,29.6,Moderate,33.97,Low,0.0,24.71,208,102.8,310.8,Acceptable,51,18,265.2,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Morning,8,1,2600,208,29.65,Moderate,33.98,Low,0.0,24.75,208,102.98,310.98,Acceptable,51,18,265.2,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Day,13,0,2600,208,29.88,Moderate,34.22,Low,0.0,24.97,208,103.87,311.87,Acceptable,51,18,224.4,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Day,13,1,2600,208,29.93,Moderate,34.23,Low,0.0,25.01,208,104.04,312.04,Acceptable,51,18,224.4,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Evening,19,0,2600,208,29.28,Moderate,33.69,Low,0.0,24.42,208,101.61,309.61,Acceptable,51,18,408.0,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Evening,19,1,2600,208,29.33,Moderate,33.7,Low,0.0,24.47,208,101.78,309.78,Acceptable,51,18,408.0,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Night,23,0,2600,208,38.37,Moderate,36.51,Low,0.0,32.28,208,134.29,342.29,Acceptable,51,18,142.8,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Night,23,1,2600,208,38.43,Moderate,36.53,Low,0.0,32.34,208,134.52,342.52,Acceptable,51,18,142.8,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Late Night,2,0,2600,208,40.11,High,37.1,Low,0.0,33.81,208,140.63,348.63,Use with caution,51,18,81.6,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1008,Malviya Nagar to Hauz Khas,South,28.5388,77.2053,Late Night,2,1,2600,208,40.16,High,37.11,Low,0.0,33.84,208,140.79,348.79,Use with caution,51,18,81.6,1283.4517857605208,1416.754421603849,3131.287821352369,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Morning,8,0,2100,168,14.78,Low,0.0,Unknown,0.0,11.08,168,37.23,205.23,Preferred,79,67,2614.95,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Morning,8,1,2100,168,14.8,Low,0.0,Unknown,0.0,11.1,168,37.3,205.3,Preferred,79,67,2614.95,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Day,13,0,2100,168,15.42,Low,0.0,Unknown,0.0,11.56,168,38.85,206.85,Preferred,79,67,2212.65,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Day,13,1,2100,168,15.46,Low,0.0,Unknown,0.0,11.59,168,38.95,206.95,Preferred,79,67,2212.65,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Evening,19,0,2100,168,12.39,Low,0.0,Unknown,0.0,9.29,168,31.21,199.21,Preferred,79,67,4023.0,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Evening,19,1,2100,168,12.39,Low,0.0,Unknown,0.0,9.29,168,31.22,199.22,Preferred,79,67,4023.0,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Night,23,0,2100,168,21.64,Low,0.0,Unknown,0.0,16.23,168,54.54,222.54,Preferred,79,67,1408.05,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Night,23,1,2100,168,21.69,Low,0.0,Unknown,0.0,16.27,168,54.66,222.66,Preferred,79,67,1408.05,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Late Night,2,0,2100,168,26.34,Moderate,0.0,Unknown,0.0,19.75,168,66.37,234.37,Acceptable,79,67,804.6,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1009,Hauz Khas to AIIMS Ring Road,South,28.5583,77.20505,Late Night,2,1,2100,168,26.39,Moderate,0.0,Unknown,0.0,19.79,168,66.51,234.51,Acceptable,79,67,804.6,1101.4161060262352,1101.3981655521382,4977.453609764864,79.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Morning,8,0,3200,256,16.63,Low,0.0,Unknown,0.0,12.47,256,63.85,319.85,Preferred,98,72,1619.15,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Morning,8,1,3200,256,16.67,Low,0.0,Unknown,0.0,12.5,256,64.02,320.02,Preferred,98,72,1619.15,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Day,13,0,3200,256,17.37,Low,0.0,Unknown,0.0,13.02,256,66.68,322.68,Preferred,98,72,1370.05,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Day,13,1,3200,256,17.39,Low,0.0,Unknown,0.0,13.04,256,66.78,322.78,Preferred,98,72,1370.05,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Evening,19,0,3200,256,15.33,Low,0.0,Unknown,0.0,11.5,256,58.86,314.86,Preferred,98,72,2491.0,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Evening,19,1,3200,256,15.37,Low,0.0,Unknown,0.0,11.53,256,59.01,315.01,Preferred,98,72,2491.0,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Night,23,0,3200,256,22.44,Low,0.0,Unknown,0.0,16.83,256,86.16,342.16,Preferred,98,72,871.85,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Night,23,1,3200,256,22.5,Low,0.0,Unknown,0.0,16.87,256,86.39,342.39,Preferred,98,72,871.85,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Late Night,2,0,3200,256,25.57,Moderate,0.0,Unknown,0.0,19.18,256,98.19,354.19,Acceptable,98,72,498.2,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1010,AIIMS to Lajpat Nagar (Ring Road),South East,28.5678,77.22614999999999,Late Night,2,1,3200,256,25.62,Moderate,0.0,Unknown,0.0,19.22,256,98.38,354.38,Acceptable,98,72,498.2,1578.568992406539,1578.5779771535515,6100.512589540734,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Morning,8,0,2700,216,23.44,Low,30.94,Low,0.0,19.4,216,83.79,299.79,Preferred,93,60,1743.95,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Morning,8,1,2700,216,23.49,Low,30.95,Low,0.0,19.43,216,83.95,299.95,Preferred,93,60,1743.95,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Day,13,0,2700,216,23.96,Low,30.1,Low,0.0,19.77,216,85.41,301.41,Preferred,93,60,1475.65,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Day,13,1,2700,216,24.0,Low,30.11,Low,0.0,19.81,216,85.57,301.57,Preferred,93,60,1475.65,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Evening,19,0,2700,216,22.3,Low,33.49,Low,0.0,18.59,216,80.3,296.3,Preferred,93,60,2683.0,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Evening,19,1,2700,216,22.33,Low,33.5,Low,0.0,18.62,216,80.45,296.45,Preferred,93,60,2683.0,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Night,23,0,2700,216,30.79,Moderate,32.31,Low,0.0,25.58,216,110.51,326.51,Acceptable,93,60,939.05,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Night,23,1,2700,216,30.86,Moderate,32.32,Low,0.0,25.64,216,110.75,326.75,Acceptable,93,60,939.05,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
1011,Lajpat Nagar to Kalkaji,South East,28.55865,77.25055,Late Night,2,0,2700,216,34.87,Moderate,32.7,Low,0.0,29.0,216,125.3,341.3,Acceptable,93,60,536.6,1350.7559653368787,2343.241841303212,3789.415956390899,84.0
