segment_id,segment_name,district,mapping_method,confidence,midpoint_latitude,midpoint_longitude,distance_m,estimated_travel_time_s,road_type,walkable,population,population_density,total_reported_cases,cases_per_100k,severity_weighted_cases_per_100k,recent_cases_per_100k,recent_severity_per_100k,crime_trend_slope,historical_baseline,lighting_score,cctv_coverage_score,footfall_proxy,distance_to_police_m,distance_to_hospital_m,distance_to_medical_facility_m,distance_to_public_toilet_m,distance_to_nearest_amenity_m,nearest_hotspot_distance_m,nearest_hotspot_intensity,has_police_nearby,has_hospital_nearby,has_public_toilet_nearby,lighting_data_synthetic,cctv_data_synthetic,mobility_data_synthetic,hotspot_data_synthetic,representative_hour,time_period,is_night,is_late_night,is_evening_peak,is_weekend,is_peak_hour,base_evening_footfall,contextual_footfall_proxy,temporal_data_synthetic,reduced_activity_context,lighting_relevance,crime_burden_norm,crime_burden_per_100k,crime_grounded_risk_index,target_crime_burden_component,target_temporal_component,target_weekend_component,risk_band,target_type,target_is_observed_crime,target_description
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,8,Morning,0,0,0,0,1,1938.0,1259.7,True,0,0.5,1.0,155.0308,72.0,60.0,12.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,8,Morning,0,0,0,1,1,1938.0,1259.7,True,0,0.5,1.0,155.0308,77.0,60.0,12.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,13,Day,0,0,0,0,0,1938.0,1065.9,True,0,0.5,1.0,155.0308,68.0,60.0,8.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,13,Day,0,0,0,1,0,1938.0,1065.9,True,0,0.5,1.0,155.0308,73.0,60.0,8.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,19,Evening,0,0,1,0,1,1938.0,1938.0,True,0,0.5,1.0,155.0308,80.0,60.0,20.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,19,Evening,0,0,1,1,1,1938.0,1938.0,True,0,0.5,1.0,155.0308,85.0,60.0,20.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,23,Night,1,0,0,0,0,1938.0,678.3,True,1,1.0,1.0,155.0308,92.0,60.0,32.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,23,Night,1,0,0,1,0,1938.0,678.3,True,1,1.0,1.0,155.0308,97.0,60.0,32.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,2,Late Night,1,1,0,0,0,1938.0,387.6,True,1,1.0,1.0,155.0308,100.0,60.0,40.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.4769,1470.7234,1470.7234,1453.2194,1453.2194,3170.8735,88.0,False,True,False,True,True,True,True,2,Late Night,1,1,0,1,0,1938.0,387.6,True,1,1.0,1.0,155.0308,100.0,60.0,40.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,4406.0,2863.9,True,0,0.5,1.0,155.0308,72.0,60.0,12.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,4406.0,2863.9,True,0,0.5,1.0,155.0308,77.0,60.0,12.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,13,Day,0,0,0,0,0,4406.0,2423.3,True,0,0.5,1.0,155.0308,68.0,60.0,8.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,13,Day,0,0,0,1,0,4406.0,2423.3,True,0,0.5,1.0,155.0308,73.0,60.0,8.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,19,Evening,0,0,1,0,1,4406.0,4406.0,True,0,0.5,1.0,155.0308,80.0,60.0,20.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,19,Evening,0,0,1,1,1,4406.0,4406.0,True,0,0.5,1.0,155.0308,85.0,60.0,20.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,23,Night,1,0,0,0,0,4406.0,1542.1,True,1,1.0,1.0,155.0308,92.0,60.0,32.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,23,Night,1,0,0,1,0,4406.0,1542.1,True,1,1.0,1.0,155.0308,97.0,60.0,32.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,0,0,4406.0,881.2,True,1,1.0,1.0,155.0308,100.0,60.0,40.0,0.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.198,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5938,2627.0051,2627.0051,2836.8428,2836.8428,4971.2115,88.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,1,0,4406.0,881.2,True,1,1.0,1.0,155.0308,100.0,60.0,40.0,5.0,High,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,4465.0,2902.25,True,0,0.5,0.0,44.1242,12.0,0.0,12.0,0.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,4465.0,2902.25,True,0,0.5,0.0,44.1242,17.0,0.0,12.0,5.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,0,0,4465.0,2455.75,True,0,0.5,0.0,44.1242,8.0,0.0,8.0,0.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,1,0,4465.0,2455.75,True,0,0.5,0.0,44.1242,13.0,0.0,8.0,5.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,0,1,4465.0,4465.0,True,0,0.5,0.0,44.1242,20.0,0.0,20.0,0.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,1,1,4465.0,4465.0,True,0,0.5,0.0,44.1242,25.0,0.0,20.0,5.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,0,0,4465.0,1562.75,True,1,1.0,0.0,44.1242,32.0,0.0,32.0,0.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,1,0,4465.0,1562.75,True,1,1.0,0.0,44.1242,37.0,0.0,32.0,5.0,Moderate,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,0,0,4465.0,893.0,True,1,1.0,0.0,44.1242,40.0,0.0,40.0,0.0,Moderate,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.1734,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3921,3458.44,3458.44,4782.614,3624.579,6826.6371,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,1,0,4465.0,893.0,True,1,1.0,0.0,44.1242,45.0,0.0,40.0,5.0,Moderate,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.5488,77.159,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0845,5273.2163,5273.2163,6542.012,4685.3807,4302.124,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,452.0,293.8,True,0,0.5,0.0,44.1242,12.0,0.0,12.0,0.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.5488,77.159,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0845,5273.2163,5273.2163,6542.012,4685.3807,4302.124,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,452.0,293.8,True,0,0.5,0.0,44.1242,17.0,0.0,12.0,5.0,Low,crime_grounded_district_temporal_index,True,Severity-weighted NCRB 2021-2023 district crime burden (60%) + criminological temporal multiplier by time-of-day period (40%) + weekend adjustment (5%). District-level aggregate only.
