segment_id,segment_name,district,mapping_method,confidence,midpoint_latitude,midpoint_longitude,distance_m,estimated_travel_time_s,road_type,walkable,population,population_density,total_reported_cases,cases_per_100k,severity_weighted_cases_per_100k,recent_cases_per_100k,recent_severity_per_100k,crime_trend_slope,historical_baseline,lighting_score,cctv_coverage_score,footfall_proxy,distance_to_police_m,distance_to_hospital_m,distance_to_medical_facility_m,distance_to_public_toilet_m,distance_to_nearest_amenity_m,nearest_hotspot_distance_m,nearest_hotspot_intensity,has_police_nearby,has_hospital_nearby,has_public_toilet_nearby,lighting_data_synthetic,cctv_data_synthetic,mobility_data_synthetic,hotspot_data_synthetic,representative_hour,time_period,is_night,is_late_night,is_evening_peak,is_weekend,is_peak_hour,base_evening_footfall,contextual_footfall_proxy,temporal_data_synthetic,reduced_activity_context,lighting_relevance
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,8,Morning,0,0,0,0,1,1938.0,1259.7,True,0,0.5
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,8,Morning,0,0,0,1,1,1938.0,1259.7,True,0,0.5
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,13,Day,0,0,0,0,0,1938.0,1065.9,True,0,0.5
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,13,Day,0,0,0,1,0,1938.0,1065.9,True,0,0.5
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,19,Evening,0,0,1,0,1,1938.0,1938.0,True,0,0.5
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,19,Evening,0,0,1,1,1,1938.0,1938.0,True,0,0.5
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,23,Night,1,0,0,0,0,1938.0,678.3,True,1,1.0
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,23,Night,1,0,0,1,0,1938.0,678.3,True,1,1.0
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,2,Late Night,1,1,0,0,0,1938.0,387.6,True,1,1.0
1002,Janpath to Tuglak Road,New Delhi,midpoint/locality administrative mapping,high,28.6147,77.2131,2400,192,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,81,73,1938,1185.476890248464,1470.7233910555285,1470.7233910555285,1453.2194344619938,1453.2194344619938,3170.8734503890955,88.0,False,True,False,True,True,True,True,2,Late Night,1,1,0,1,0,1938.0,387.6,True,1,1.0
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,4406.0,2863.9,True,0,0.5
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,4406.0,2863.9,True,0,0.5
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,13,Day,0,0,0,0,0,4406.0,2423.3,True,0,0.5
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,13,Day,0,0,0,1,0,4406.0,2423.3,True,0,0.5
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,19,Evening,0,0,1,0,1,4406.0,4406.0,True,0,0.5
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,19,Evening,0,0,1,1,1,4406.0,4406.0,True,0,0.5
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,23,Night,1,0,0,0,0,4406.0,1542.1,True,1,1.0
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,23,Night,1,0,0,1,0,4406.0,1542.1,True,1,1.0
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,0,0,4406.0,881.2,True,1,1.0
1003,Tuglak Road to Chanakyapuri,New Delhi,midpoint/locality administrative mapping,high,28.6008,77.19805,3100,248,primary,True,142004,4057,951,669.6994,499.8294,836.5257,623.9652,-0.4857,100.0,91,54,4406,1391.5937709694144,2627.0050768005485,2627.0050768005485,2836.8428198271818,2836.8428198271818,4971.21151500314,88.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,1,0,4406.0,881.2,True,1,1.0
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,4465.0,2902.25,True,0,0.5
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,4465.0,2902.25,True,0,0.5
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,0,0,4465.0,2455.75,True,0,0.5
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,1,0,4465.0,2455.75,True,0,0.5
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,0,1,4465.0,4465.0,True,0,0.5
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,1,1,4465.0,4465.0,True,0,0.5
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,0,0,4465.0,1562.75,True,1,1.0
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,1,0,4465.0,1562.75,True,1,1.0
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,0,0,4465.0,893.0,True,1,1.0
1004,Chanakyapuri to Vasant Vihar,South West,midpoint/locality administrative mapping,medium,28.5779,77.17339999999999,4800,384,primary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,94,66,4465,2425.3920664871503,3458.439974324375,3458.439974324375,4782.613963696953,3624.578972672395,6826.637083930934,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,1,0,4465.0,893.0,True,1,1.0
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,452.0,293.8,True,0,0.5
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,452.0,293.8,True,0,0.5
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,0,0,452.0,248.6,True,0,0.5
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,1,0,452.0,248.6,True,0,0.5
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,0,1,452.0,452.0,True,0,0.5
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,1,1,452.0,452.0,True,0,0.5
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,0,0,452.0,158.2,True,1,1.0
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,1,0,452.0,158.2,True,1,1.0
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,0,0,452.0,90.4,True,1,1.0
1005,Vasant Vihar to Vasant Kunj,South West,midpoint/locality administrative mapping,high,28.54875,77.15895,2200,176,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,55,35,452,1117.0844935928176,5273.216307974471,5273.216307974471,6542.012005048212,4685.380650688673,4302.123951254367,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,1,0,452.0,90.4,True,1,1.0
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,0,1,145.0,94.25,True,0,0.5
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,8,Morning,0,0,0,1,1,145.0,94.25,True,0,0.5
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,0,0,145.0,79.75,True,0,0.5
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,13,Day,0,0,0,1,0,145.0,79.75,True,0,0.5
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,0,1,145.0,145.0,True,0,0.5
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,19,Evening,0,0,1,1,1,145.0,145.0,True,0,0.5
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,0,0,145.0,50.75,True,1,1.0
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,23,Night,1,0,0,1,0,145.0,50.75,True,1,1.0
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,0,0,145.0,29.0,True,1,1.0
1006,Vasant Kunj to Saket,South West,midpoint/locality administrative mapping,medium,28.530700000000003,77.18095,5400,432,secondary,True,2292958,5459,4743,206.8507,150.8483,258.4696,188.4349,-1.2286,8.9431,48,49,145,1532.0891402036114,3054.167339721936,3054.167339721936,5881.2831778501495,2856.7984606453665,1532.0891402036114,79.0,False,False,False,True,True,True,True,2,Late Night,1,1,0,1,0,145.0,29.0,True,1,1.0
1007,Saket to Malviya Nagar,South,midpoint/locality administrative mapping,high,28.5252,77.2085,800,64,residential,True,2731929,10928,7007,256.4854,186.8887,320.1877,233.2536,-6.5429,10.8279,62,46,883,386.5957417438957,426.9970294730797,426.9970294730797,5119.272914900035,2011.0218852194664,2494.8060891571918,79.0,True,True,False,True,True,True,True,8,Morning,0,0,0,0,1,883.0,573.95,True,0,0.5
1007,Saket to Malviya Nagar,South,midpoint/locality administrative mapping,high,28.5252,77.2085,800,64,residential,True,2731929,10928,7007,256.4854,186.8887,320.1877,233.2536,-6.5429,10.8279,62,46,883,386.5957417438957,426.9970294730797,426.9970294730797,5119.272914900035,2011.0218852194664,2494.8060891571918,79.0,True,True,False,True,True,True,True,8,Morning,0,0,0,1,1,883.0,573.95,True,0,0.5
1007,Saket to Malviya Nagar,South,midpoint/locality administrative mapping,high,28.5252,77.2085,800,64,residential,True,2731929,10928,7007,256.4854,186.8887,320.1877,233.2536,-6.5429,10.8279,62,46,883,386.5957417438957,426.9970294730797,426.9970294730797,5119.272914900035,2011.0218852194664,2494.8060891571918,79.0,True,True,False,True,True,True,True,13,Day,0,0,0,0,0,883.0,485.65,True,0,0.5
