segment_id,segment_name,district,time_period,is_weekend,model_risk_score,target_risk_score,risk_band,top_feature_1,top_feature_1_shap,top_feature_2,top_feature_2_shap,top_feature_3,top_feature_3_shap,top_feature_4,top_feature_4_shap,top_feature_5,top_feature_5_shap,explanation
1001,Connaught Place to Janpath,New Delhi,Morning,0,48.8103,46.3439,Moderate,distance_m,8.6677,reduced_activity_context,-5.2253,footfall_proxy,4.8537,distance_to_public_toilet_m,4.3972,cctv_coverage_score,1.727,distance_m increased risk (+8.67); reduced_activity_context reduced risk (-5.23); footfall_proxy increased risk (+4.85); distance_to_public_toilet_m increased risk (+4.40); cctv_coverage_score increased risk (+1.73)
1002,Janpath to Tuglak Road,New Delhi,Morning,1,47.2332,50.5366,Moderate,distance_to_public_toilet_m,9.637,reduced_activity_context,-6.1228,distance_m,5.9927,lighting_score,3.6301,contextual_footfall_proxy,-2.7053,distance_to_public_toilet_m increased risk (+9.64); reduced_activity_context reduced risk (-6.12); distance_m increased risk (+5.99); lighting_score increased risk (+3.63); contextual_footfall_proxy reduced risk (-2.71)
1002,Janpath to Tuglak Road,New Delhi,Day,0,46.3452,42.0366,Moderate,distance_to_public_toilet_m,9.2351,reduced_activity_context,-6.2276,distance_m,5.879,lighting_score,3.5444,contextual_footfall_proxy,-2.3822,distance_to_public_toilet_m increased risk (+9.24); reduced_activity_context reduced risk (-6.23); distance_m increased risk (+5.88); lighting_score increased risk (+3.54); contextual_footfall_proxy reduced risk (-2.38)
1002,Janpath to Tuglak Road,New Delhi,Day,1,46.3452,47.0366,Moderate,distance_to_public_toilet_m,9.2351,reduced_activity_context,-6.2276,distance_m,5.879,lighting_score,3.5444,contextual_footfall_proxy,-2.3822,distance_to_public_toilet_m increased risk (+9.24); reduced_activity_context reduced risk (-6.23); distance_m increased risk (+5.88); lighting_score increased risk (+3.54); contextual_footfall_proxy reduced risk (-2.38)
1002,Janpath to Tuglak Road,New Delhi,Evening,0,53.8674,52.5366,Moderate,distance_to_public_toilet_m,9.8815,distance_m,5.9655,reduced_activity_context,-5.6348,lighting_score,3.8205,cctv_coverage_score,2.5623,distance_to_public_toilet_m increased risk (+9.88); distance_m increased risk (+5.97); reduced_activity_context reduced risk (-5.63); lighting_score increased risk (+3.82); cctv_coverage_score increased risk (+2.56)
1002,Janpath to Tuglak Road,New Delhi,Evening,1,53.8674,57.5366,Moderate,distance_to_public_toilet_m,9.8815,distance_m,5.9655,reduced_activity_context,-5.6348,lighting_score,3.8205,cctv_coverage_score,2.5623,distance_to_public_toilet_m increased risk (+9.88); distance_m increased risk (+5.97); reduced_activity_context reduced risk (-5.63); lighting_score increased risk (+3.82); cctv_coverage_score increased risk (+2.56)
1002,Janpath to Tuglak Road,New Delhi,Night,0,67.0169,63.0366,Moderate,reduced_activity_context,10.331,distance_to_public_toilet_m,8.3649,distance_m,5.8368,lighting_score,3.877,cctv_coverage_score,1.9095,reduced_activity_context increased risk (+10.33); distance_to_public_toilet_m increased risk (+8.36); distance_m increased risk (+5.84); lighting_score increased risk (+3.88); cctv_coverage_score increased risk (+1.91)
1002,Janpath to Tuglak Road,New Delhi,Night,1,67.0169,68.0366,High,reduced_activity_context,10.331,distance_to_public_toilet_m,8.3649,distance_m,5.8368,lighting_score,3.877,cctv_coverage_score,1.9095,reduced_activity_context increased risk (+10.33); distance_to_public_toilet_m increased risk (+8.36); distance_m increased risk (+5.84); lighting_score increased risk (+3.88); cctv_coverage_score increased risk (+1.91)
1002,Janpath to Tuglak Road,New Delhi,Late Night,0,71.44,70.0366,High,reduced_activity_context,10.4013,distance_to_public_toilet_m,8.7565,distance_m,5.957,lighting_score,4.0378,contextual_footfall_proxy,2.6044,reduced_activity_context increased risk (+10.40); distance_to_public_toilet_m increased risk (+8.76); distance_m increased risk (+5.96); lighting_score increased risk (+4.04); contextual_footfall_proxy increased risk (+2.60)
1002,Janpath to Tuglak Road,New Delhi,Late Night,1,71.44,75.0366,High,reduced_activity_context,10.4013,distance_to_public_toilet_m,8.7565,distance_m,5.957,lighting_score,4.0378,contextual_footfall_proxy,2.6044,reduced_activity_context increased risk (+10.40); distance_to_public_toilet_m increased risk (+8.76); distance_m increased risk (+5.96); lighting_score increased risk (+4.04); contextual_footfall_proxy increased risk (+2.60)
1003,Tuglak Road to Chanakyapuri,New Delhi,Morning,0,48.1518,45.501,Moderate,footfall_proxy,9.3724,distance_m,6.1618,reduced_activity_context,-5.6775,lighting_score,3.1796,contextual_footfall_proxy,2.1588,footfall_proxy increased risk (+9.37); distance_m increased risk (+6.16); reduced_activity_context reduced risk (-5.68); lighting_score increased risk (+3.18); contextual_footfall_proxy increased risk (+2.16)
1003,Tuglak Road to Chanakyapuri,New Delhi,Morning,1,48.1518,50.501,Moderate,footfall_proxy,9.3724,distance_m,6.1618,reduced_activity_context,-5.6775,lighting_score,3.1796,contextual_footfall_proxy,2.1588,footfall_proxy increased risk (+9.37); distance_m increased risk (+6.16); reduced_activity_context reduced risk (-5.68); lighting_score increased risk (+3.18); contextual_footfall_proxy increased risk (+2.16)
1003,Tuglak Road to Chanakyapuri,New Delhi,Day,0,45.1584,42.001,Moderate,footfall_proxy,9.2695,distance_m,6.398,reduced_activity_context,-6.109,lighting_score,3.2358,distance_to_hospital_m,1.4772,footfall_proxy increased risk (+9.27); distance_m increased risk (+6.40); reduced_activity_context reduced risk (-6.11); lighting_score increased risk (+3.24); distance_to_hospital_m increased risk (+1.48)
1003,Tuglak Road to Chanakyapuri,New Delhi,Day,1,45.1584,47.001,Moderate,footfall_proxy,9.2695,distance_m,6.398,reduced_activity_context,-6.109,lighting_score,3.2358,distance_to_hospital_m,1.4772,footfall_proxy increased risk (+9.27); distance_m increased risk (+6.40); reduced_activity_context reduced risk (-6.11); lighting_score increased risk (+3.24); distance_to_hospital_m increased risk (+1.48)
1003,Tuglak Road to Chanakyapuri,New Delhi,Evening,0,54.8298,52.501,Moderate,footfall_proxy,10.4185,contextual_footfall_proxy,7.179,distance_m,6.2547,reduced_activity_context,-5.1611,lighting_score,3.1315,footfall_proxy increased risk (+10.42); contextual_footfall_proxy increased risk (+7.18); distance_m increased risk (+6.25); reduced_activity_context reduced risk (-5.16); lighting_score increased risk (+3.13)
1003,Tuglak Road to Chanakyapuri,New Delhi,Evening,1,54.8298,57.501,Moderate,footfall_proxy,10.4185,contextual_footfall_proxy,7.179,distance_m,6.2547,reduced_activity_context,-5.1611,lighting_score,3.1315,footfall_proxy increased risk (+10.42); contextual_footfall_proxy increased risk (+7.18); distance_m increased risk (+6.25); reduced_activity_context reduced risk (-5.16); lighting_score increased risk (+3.13)
1003,Tuglak Road to Chanakyapuri,New Delhi,Night,0,65.7911,63.001,Moderate,footfall_proxy,10.6039,reduced_activity_context,10.1518,distance_m,7.0112,lighting_score,3.2307,distance_to_hospital_m,2.1371,footfall_proxy increased risk (+10.60); reduced_activity_context increased risk (+10.15); distance_m increased risk (+7.01); lighting_score increased risk (+3.23); distance_to_hospital_m increased risk (+2.14)
1003,Tuglak Road to Chanakyapuri,New Delhi,Night,1,65.7911,68.001,High,footfall_proxy,10.6039,reduced_activity_context,10.1518,distance_m,7.0112,lighting_score,3.2307,distance_to_hospital_m,2.1371,footfall_proxy increased risk (+10.60); reduced_activity_context increased risk (+10.15); distance_m increased risk (+7.01); lighting_score increased risk (+3.23); distance_to_hospital_m increased risk (+2.14)
1003,Tuglak Road to Chanakyapuri,New Delhi,Late Night,0,71.6988,70.001,High,footfall_proxy,11.1313,reduced_activity_context,10.6352,distance_m,7.4877,lighting_score,3.4473,contextual_footfall_proxy,2.0976,footfall_proxy increased risk (+11.13); reduced_activity_context increased risk (+10.64); distance_m increased risk (+7.49); lighting_score increased risk (+3.45); contextual_footfall_proxy increased risk (+2.10)
1003,Tuglak Road to Chanakyapuri,New Delhi,Late Night,1,71.6988,75.001,High,footfall_proxy,11.1313,reduced_activity_context,10.6352,distance_m,7.4877,lighting_score,3.4473,contextual_footfall_proxy,2.0976,footfall_proxy increased risk (+11.13); reduced_activity_context increased risk (+10.64); distance_m increased risk (+7.49); lighting_score increased risk (+3.45); contextual_footfall_proxy increased risk (+2.10)
1004,Chanakyapuri to Vasant Vihar,South West,Morning,0,34.367,10.5,Low,footfall_proxy,9.4655,reduced_activity_context,-5.1843,distance_m,-3.461,contextual_footfall_proxy,3.0356,distance_to_public_toilet_m,-0.9834,footfall_proxy increased risk (+9.47); reduced_activity_context reduced risk (-5.18); distance_m reduced risk (-3.46); contextual_footfall_proxy increased risk (+3.04); distance_to_public_toilet_m reduced risk (-0.98)
1004,Chanakyapuri to Vasant Vihar,South West,Morning,1,34.367,15.5,Low,footfall_proxy,9.4655,reduced_activity_context,-5.1843,distance_m,-3.461,contextual_footfall_proxy,3.0356,distance_to_public_toilet_m,-0.9834,footfall_proxy increased risk (+9.47); reduced_activity_context reduced risk (-5.18); distance_m reduced risk (-3.46); contextual_footfall_proxy increased risk (+3.04); distance_to_public_toilet_m reduced risk (-0.98)
1004,Chanakyapuri to Vasant Vihar,South West,Day,0,29.532,7.0,Low,footfall_proxy,9.1817,reduced_activity_context,-5.7714,distance_m,-3.6986,lighting_score,1.02,distance_to_public_toilet_m,-1.0116,footfall_proxy increased risk (+9.18); reduced_activity_context reduced risk (-5.77); distance_m reduced risk (-3.70); lighting_score increased risk (+1.02); distance_to_public_toilet_m reduced risk (-1.01)
1004,Chanakyapuri to Vasant Vihar,South West,Day,1,29.532,12.0,Low,footfall_proxy,9.1817,reduced_activity_context,-5.7714,distance_m,-3.6986,lighting_score,1.02,distance_to_public_toilet_m,-1.0116,footfall_proxy increased risk (+9.18); reduced_activity_context reduced risk (-5.77); distance_m reduced risk (-3.70); lighting_score increased risk (+1.02); distance_to_public_toilet_m reduced risk (-1.01)
1004,Chanakyapuri to Vasant Vihar,South West,Evening,0,39.9947,17.5,Low,footfall_proxy,10.1807,contextual_footfall_proxy,7.5542,reduced_activity_context,-4.7489,distance_m,-3.4941,distance_to_public_toilet_m,-0.9524,footfall_proxy increased risk (+10.18); contextual_footfall_proxy increased risk (+7.55); reduced_activity_context reduced risk (-4.75); distance_m reduced risk (-3.49); distance_to_public_toilet_m reduced risk (-0.95)
1004,Chanakyapuri to Vasant Vihar,South West,Evening,1,39.9947,22.5,Low,footfall_proxy,10.1807,contextual_footfall_proxy,7.5542,reduced_activity_context,-4.7489,distance_m,-3.4941,distance_to_public_toilet_m,-0.9524,footfall_proxy increased risk (+10.18); contextual_footfall_proxy increased risk (+7.55); reduced_activity_context reduced risk (-4.75); distance_m reduced risk (-3.49); distance_to_public_toilet_m reduced risk (-0.95)
1004,Chanakyapuri to Vasant Vihar,South West,Night,0,46.5201,28.0,Low,footfall_proxy,10.5695,reduced_activity_context,9.5909,distance_m,-3.9669,contextual_footfall_proxy,-2.6412,lighting_relevance,1.4154,footfall_proxy increased risk (+10.57); reduced_activity_context increased risk (+9.59); distance_m reduced risk (-3.97); contextual_footfall_proxy reduced risk (-2.64); lighting_relevance increased risk (+1.42)
1004,Chanakyapuri to Vasant Vihar,South West,Night,1,46.5201,33.0,Low,footfall_proxy,10.5695,reduced_activity_context,9.5909,distance_m,-3.9669,contextual_footfall_proxy,-2.6412,lighting_relevance,1.4154,footfall_proxy increased risk (+10.57); reduced_activity_context increased risk (+9.59); distance_m reduced risk (-3.97); contextual_footfall_proxy reduced risk (-2.64); lighting_relevance increased risk (+1.42)
1004,Chanakyapuri to Vasant Vihar,South West,Late Night,0,50.5956,35.0,Moderate,footfall_proxy,11.131,reduced_activity_context,9.85,distance_m,-4.3216,lighting_relevance,1.5355,lighting_score,1.2199,footfall_proxy increased risk (+11.13); reduced_activity_context increased risk (+9.85); distance_m reduced risk (-4.32); lighting_relevance increased risk (+1.54); lighting_score increased risk (+1.22)
1004,Chanakyapuri to Vasant Vihar,South West,Late Night,1,50.5956,40.0,Moderate,footfall_proxy,11.131,reduced_activity_context,9.85,distance_m,-4.3216,lighting_relevance,1.5355,lighting_score,1.2199,footfall_proxy increased risk (+11.13); reduced_activity_context increased risk (+9.85); distance_m reduced risk (-4.32); lighting_relevance increased risk (+1.54); lighting_score increased risk (+1.22)
1005,Vasant Vihar to Vasant Kunj,South West,Morning,0,12.6234,10.5,Low,reduced_activity_context,-6.5559,lighting_score,-4.2017,contextual_footfall_proxy,-3.0945,distance_to_public_toilet_m,-1.9711,cctv_coverage_score,-1.6432,reduced_activity_context reduced risk (-6.56); lighting_score reduced risk (-4.20); contextual_footfall_proxy reduced risk (-3.09); distance_to_public_toilet_m reduced risk (-1.97); cctv_coverage_score reduced risk (-1.64)
1005,Vasant Vihar to Vasant Kunj,South West,Morning,1,12.6234,15.5,Low,reduced_activity_context,-6.5559,lighting_score,-4.2017,contextual_footfall_proxy,-3.0945,distance_to_public_toilet_m,-1.9711,cctv_coverage_score,-1.6432,reduced_activity_context reduced risk (-6.56); lighting_score reduced risk (-4.20); contextual_footfall_proxy reduced risk (-3.09); distance_to_public_toilet_m reduced risk (-1.97); cctv_coverage_score reduced risk (-1.64)
1005,Vasant Vihar to Vasant Kunj,South West,Day,0,11.7949,7.0,Low,reduced_activity_context,-6.6113,lighting_score,-4.199,contextual_footfall_proxy,-3.5912,distance_to_public_toilet_m,-2.0033,cctv_coverage_score,-1.6468,reduced_activity_context reduced risk (-6.61); lighting_score reduced risk (-4.20); contextual_footfall_proxy reduced risk (-3.59); distance_to_public_toilet_m reduced risk (-2.00); cctv_coverage_score reduced risk (-1.65)
1005,Vasant Vihar to Vasant Kunj,South West,Day,1,11.7949,12.0,Low,reduced_activity_context,-6.6113,lighting_score,-4.199,contextual_footfall_proxy,-3.5912,distance_to_public_toilet_m,-2.0033,cctv_coverage_score,-1.6468,reduced_activity_context reduced risk (-6.61); lighting_score reduced risk (-4.20); contextual_footfall_proxy reduced risk (-3.59); distance_to_public_toilet_m reduced risk (-2.00); cctv_coverage_score reduced risk (-1.65)
1005,Vasant Vihar to Vasant Kunj,South West,Evening,0,17.5729,17.5,Low,reduced_activity_context,-6.4224,lighting_score,-4.0753,distance_to_public_toilet_m,-1.8912,cctv_coverage_score,-1.4881,distance_m,1.1082,reduced_activity_context reduced risk (-6.42); lighting_score reduced risk (-4.08); distance_to_public_toilet_m reduced risk (-1.89); cctv_coverage_score reduced risk (-1.49); distance_m increased risk (+1.11)
1005,Vasant Vihar to Vasant Kunj,South West,Evening,1,17.5729,22.5,Low,reduced_activity_context,-6.4224,lighting_score,-4.0753,distance_to_public_toilet_m,-1.8912,cctv_coverage_score,-1.4881,distance_m,1.1082,reduced_activity_context reduced risk (-6.42); lighting_score reduced risk (-4.08); distance_to_public_toilet_m reduced risk (-1.89); cctv_coverage_score reduced risk (-1.49); distance_m increased risk (+1.11)
1005,Vasant Vihar to Vasant Kunj,South West,Night,0,32.235,28.0,Low,reduced_activity_context,9.9833,lighting_score,-4.693,cctv_coverage_score,-2.1271,distance_to_public_toilet_m,-1.8491,lighting_relevance,1.5993,reduced_activity_context increased risk (+9.98); lighting_score reduced risk (-4.69); cctv_coverage_score reduced risk (-2.13); distance_to_public_toilet_m reduced risk (-1.85); lighting_relevance increased risk (+1.60)
1005,Vasant Vihar to Vasant Kunj,South West,Night,1,32.235,33.0,Low,reduced_activity_context,9.9833,lighting_score,-4.693,cctv_coverage_score,-2.1271,distance_to_public_toilet_m,-1.8491,lighting_relevance,1.5993,reduced_activity_context increased risk (+9.98); lighting_score reduced risk (-4.69); cctv_coverage_score reduced risk (-2.13); distance_to_public_toilet_m reduced risk (-1.85); lighting_relevance increased risk (+1.60)
1005,Vasant Vihar to Vasant Kunj,South West,Late Night,0,36.1239,35.0,Moderate,reduced_activity_context,10.1058,lighting_score,-4.4622,cctv_coverage_score,-2.0545,distance_to_public_toilet_m,-1.662,lighting_relevance,1.6247,reduced_activity_context increased risk (+10.11); lighting_score reduced risk (-4.46); cctv_coverage_score reduced risk (-2.05); distance_to_public_toilet_m reduced risk (-1.66); lighting_relevance increased risk (+1.62)
1005,Vasant Vihar to Vasant Kunj,South West,Late Night,1,36.1239,40.0,Moderate,reduced_activity_context,10.1058,lighting_score,-4.4622,cctv_coverage_score,-2.0545,distance_to_public_toilet_m,-1.662,lighting_relevance,1.6247,reduced_activity_context increased risk (+10.11); lighting_score reduced risk (-4.46); cctv_coverage_score reduced risk (-2.05); distance_to_public_toilet_m reduced risk (-1.66); lighting_relevance increased risk (+1.62)
1006,Vasant Kunj to Saket,South West,Morning,0,14.0251,10.5,Low,reduced_activity_context,-6.5888,contextual_footfall_proxy,-3.1617,distance_m,-2.4109,distance_to_public_toilet_m,-1.4019,lighting_score,-1.1119,reduced_activity_context reduced risk (-6.59); contextual_footfall_proxy reduced risk (-3.16); distance_m reduced risk (-2.41); distance_to_public_toilet_m reduced risk (-1.40); lighting_score reduced risk (-1.11)
1006,Vasant Kunj to Saket,South West,Morning,1,14.0251,15.5,Low,reduced_activity_context,-6.5888,contextual_footfall_proxy,-3.1617,distance_m,-2.4109,distance_to_public_toilet_m,-1.4019,lighting_score,-1.1119,reduced_activity_context reduced risk (-6.59); contextual_footfall_proxy reduced risk (-3.16); distance_m reduced risk (-2.41); distance_to_public_toilet_m reduced risk (-1.40); lighting_score reduced risk (-1.11)
1006,Vasant Kunj to Saket,South West,Day,0,11.5869,7.0,Low,reduced_activity_context,-6.8337,contextual_footfall_proxy,-3.8883,distance_m,-2.8315,distance_to_public_toilet_m,-1.5643,lighting_score,-1.2562,reduced_activity_context reduced risk (-6.83); contextual_footfall_proxy reduced risk (-3.89); distance_m reduced risk (-2.83); distance_to_public_toilet_m reduced risk (-1.56); lighting_score reduced risk (-1.26)
1006,Vasant Kunj to Saket,South West,Day,1,11.5869,12.0,Low,reduced_activity_context,-6.8337,contextual_footfall_proxy,-3.8883,distance_m,-2.8315,distance_to_public_toilet_m,-1.5643,lighting_score,-1.2562,reduced_activity_context reduced risk (-6.83); contextual_footfall_proxy reduced risk (-3.89); distance_m reduced risk (-2.83); distance_to_public_toilet_m reduced risk (-1.56); lighting_score reduced risk (-1.26)
1006,Vasant Kunj to Saket,South West,Evening,0,17.016,17.5,Low,reduced_activity_context,-6.5778,distance_m,-2.3213,distance_to_public_toilet_m,-1.1998,lighting_relevance,-0.9924,lighting_score,-0.982,reduced_activity_context reduced risk (-6.58); distance_m reduced risk (-2.32); distance_to_public_toilet_m reduced risk (-1.20); lighting_relevance reduced risk (-0.99); lighting_score reduced risk (-0.98)
1006,Vasant Kunj to Saket,South West,Evening,1,17.016,22.5,Low,reduced_activity_context,-6.5778,distance_m,-2.3213,distance_to_public_toilet_m,-1.1998,lighting_relevance,-0.9924,lighting_score,-0.982,reduced_activity_context reduced risk (-6.58); distance_m reduced risk (-2.32); distance_to_public_toilet_m reduced risk (-1.20); lighting_relevance reduced risk (-0.99); lighting_score reduced risk (-0.98)
1006,Vasant Kunj to Saket,South West,Night,0,31.1308,28.0,Low,reduced_activity_context,10.1792,distance_m,-3.0108,contextual_footfall_proxy,-2.9676,lighting_score,-1.7752,lighting_relevance,1.6085,reduced_activity_context increased risk (+10.18); distance_m reduced risk (-3.01); contextual_footfall_proxy reduced risk (-2.97); lighting_score reduced risk (-1.78); lighting_relevance increased risk (+1.61)
1006,Vasant Kunj to Saket,South West,Night,1,31.1308,33.0,Low,reduced_activity_context,10.1792,distance_m,-3.0108,contextual_footfall_proxy,-2.9676,lighting_score,-1.7752,lighting_relevance,1.6085,reduced_activity_context increased risk (+10.18); distance_m reduced risk (-3.01); contextual_footfall_proxy reduced risk (-2.97); lighting_score reduced risk (-1.78); lighting_relevance increased risk (+1.61)
1006,Vasant Kunj to Saket,South West,Late Night,0,36.6631,35.0,Moderate,reduced_activity_context,10.478,distance_m,-2.673,lighting_score,-1.6862,lighting_relevance,1.6624,distance_to_public_toilet_m,-1.2799,reduced_activity_context increased risk (+10.48); distance_m reduced risk (-2.67); lighting_score reduced risk (-1.69); lighting_relevance increased risk (+1.66); distance_to_public_toilet_m reduced risk (-1.28)
1006,Vasant Kunj to Saket,South West,Late Night,1,36.6631,40.0,Moderate,reduced_activity_context,10.478,distance_m,-2.673,lighting_score,-1.6862,lighting_relevance,1.6624,distance_to_public_toilet_m,-1.2799,reduced_activity_context increased risk (+10.48); distance_m reduced risk (-2.67); lighting_score reduced risk (-1.69); lighting_relevance increased risk (+1.66); distance_to_public_toilet_m reduced risk (-1.28)
1007,Saket to Malviya Nagar,South,Morning,0,33.6778,13.7178,Low,distance_m,8.0125,reduced_activity_context,-6.0486,distance_to_public_toilet_m,5.2987,cctv_coverage_score,-3.0642,lighting_score,-2.7008,distance_m increased risk (+8.01); reduced_activity_context reduced risk (-6.05); distance_to_public_toilet_m increased risk (+5.30); cctv_coverage_score reduced risk (-3.06); lighting_score reduced risk (-2.70)
1007,Saket to Malviya Nagar,South,Morning,1,33.6778,18.7178,Low,distance_m,8.0125,reduced_activity_context,-6.0486,distance_to_public_toilet_m,5.2987,cctv_coverage_score,-3.0642,lighting_score,-2.7008,distance_m increased risk (+8.01); reduced_activity_context reduced risk (-6.05); distance_to_public_toilet_m increased risk (+5.30); cctv_coverage_score reduced risk (-3.06); lighting_score reduced risk (-2.70)
1007,Saket to Malviya Nagar,South,Day,0,36.131,10.2178,Low,distance_m,8.0939,reduced_activity_context,-6.0266,distance_to_public_toilet_m,5.4711,cctv_coverage_score,-3.2377,lighting_score,-2.7225,distance_m increased risk (+8.09); reduced_activity_context reduced risk (-6.03); distance_to_public_toilet_m increased risk (+5.47); cctv_coverage_score reduced risk (-3.24); lighting_score reduced risk (-2.72)
1007,Saket to Malviya Nagar,South,Day,1,36.131,15.2178,Low,distance_m,8.0939,reduced_activity_context,-6.0266,distance_to_public_toilet_m,5.4711,cctv_coverage_score,-3.2377,lighting_score,-2.7225,distance_m increased risk (+8.09); reduced_activity_context reduced risk (-6.03); distance_to_public_toilet_m increased risk (+5.47); cctv_coverage_score reduced risk (-3.24); lighting_score reduced risk (-2.72)
1007,Saket to Malviya Nagar,South,Evening,0,36.1209,20.7178,Low,distance_m,8.4274,reduced_activity_context,-5.6752,distance_to_public_toilet_m,4.9942,cctv_coverage_score,-3.3735,estimated_travel_time_s,2.0769,distance_m increased risk (+8.43); reduced_activity_context reduced risk (-5.68); distance_to_public_toilet_m increased risk (+4.99); cctv_coverage_score reduced risk (-3.37); estimated_travel_time_s increased risk (+2.08)
1007,Saket to Malviya Nagar,South,Evening,1,36.1209,25.7178,Low,distance_m,8.4274,reduced_activity_context,-5.6752,distance_to_public_toilet_m,4.9942,cctv_coverage_score,-3.3735,estimated_travel_time_s,2.0769,distance_m increased risk (+8.43); reduced_activity_context reduced risk (-5.68); distance_to_public_toilet_m increased risk (+4.99); cctv_coverage_score reduced risk (-3.37); estimated_travel_time_s increased risk (+2.08)
